CAE_TOWN,CAE_ADDRESS,ADDITIONAL_CPVS,DAY_COS,CAE_NAME,MAIN_CPV_CODE_GPA,CPV,TAL_LOCATION_NUTS,VALUE_EURO_FIN_2,CAE_POSTAL_CODE,DAY_SIN,VALUE_EURO_LOG,CORRECTIONS,VALUE_EURO_FIN_1,NUMBER_AWARDS,LOTS_NUMBER,TYPE_OF_CONTRACT,TARGET_CLASS
45,132,16,0.9976303053065857,81,45315.0,45315300,70,1980163.92,154,0.06880242680231986,14.498690692131348,0,1980163.92,1,1.0,2,2
9,203,561,-0.7324940716135792,86,45214.0,45214200,39,3437065.2,154,-0.6807734094770159,15.050128816629897,0,3437065.2,1,1.0,2,2
134,12,454,-0.31719128858910595,197,45000.0,45000000,77,21296608.29,116,-0.9483615800121716,16.874058429744945,0,21296608.29,1,1.0,2,3
106,192,324,-0.20089055513063528,174,45000.0,45000000,5,10419380.05,27,-0.9796136916454901,16.159178192333297,0,10419380.05,1,1.0,2,3
106,132,492,-0.6321034111873488,20,45230.0,45230000,0,4147562.39,8,-0.7748840413670406,15.238031584835907,0,4147562.39,1,1.0,2,3
19,35,305,0.6118864012687243,35,45233.0,45233300,72,7972176.27,87,0.7909456567567772,15.891468196645617,0,7972176.27,1,1.0,2,3
134,12,505,0.9962981749346078,197,45210.0,45000000,77,6956686.8,116,0.08596479873744647,15.755214028234038,0,6956686.8,1,1.0,2,2
172,184,358,-0.20089055513063528,147,45000.0,45000000,7,5595553.4,41,-0.9796136916454901,15.537482983291074,0,5595553.4,1,1.0,2,2
9,197,135,0.7721565844991642,16,45210.0,45000000,76,9857603.24,154,0.6354323008901774,16.10375371936733,0,9857603.24,1,1.0,2,4
85,56,508,-0.7883050558305253,119,45000.0,45000000,7,11166265.7,45,-0.6152845999633277,16.228407889575262,0,11166265.7,1,1.0,2,1
112,97,133,0.03872228089217399,232,45212.0,45212300,39,115767.99,159,-0.9992500112396835,11.659352018967194,0,115767.99,1,1.0,2,3
25,215,640,0.3253420847119801,59,45000.0,45000000,48,20096896.33,190,0.9455963874271426,16.816075999422768,0,20096896.33,1,1.0,2,2
58,91,325,-0.9690098257244063,115,45000.0,45000000,39,3941824.3,172,-0.24702218048093527,15.187154448107473,0,3941824.3,1,1.0,2,3
133,209,221,0.9852201067560606,218,45000.0,45000000,77,5299250.24,123,-0.1712931441814778,15.483076093070332,0,5299250.24,1,1.0,2,3
94,241,112,-0.4443781781046132,222,45210.0,45000000,68,5421585.73,49,0.895839290734909,15.505899085184105,0,5421585.73,1,1.0,2,2
129,232,647,-0.13301470653419636,194,45213.0,45213270,74,6887526.69,107,-0.9911140639934546,15.745222752761904,0,6887526.69,1,1.0,2,3
9,203,530,-0.7883050558305255,286,45210.0,45000000,78,3899284.64,154,0.6152845999633276,15.176303925091574,0,3899284.64,1,1.0,2,2
99,229,476,-0.6050560696488494,137,45210.0,45000000,72,29695325.96,47,-0.7961828637826154,17.206500249979328,0,29695325.96,1,1.0,2,2
79,66,645,0.9880226656636976,112,45000.0,45000000,54,314858.36,214,0.15430882066428117,12.659881341917123,0,314858.36,1,1.0,2,3
3,198,519,-0.9441875088341994,225,45233.0,45233141,0,208908.57,147,-0.3294084822245302,12.249656757888358,0,208908.57,1,1.0,0,1
106,194,135,-0.41327860778290443,226,45000.0,45000000,35,5128012.82,30,-0.9106046300942162,15.450228972586812,0,5128012.82,1,1.0,2,4
101,94,302,-0.7775971469736269,149,45210.0,45233292,83,8711318.67,19,0.6287628145958344,15.980133849407002,0,8711318.67,1,1.0,2,2
45,113,135,-0.9970011699250151,89,45210.0,45000000,11,8908597.79,73,0.07738647923346301,16.002527524453665,0,8908597.79,1,1.0,2,3
60,0,7,-0.2843591872810036,0,45315.0,45315100,72,1173193.94,66,-0.9587178169872964,13.975241303086019,0,1173193.94,1,1.0,2,3
49,179,515,0.4673592171580022,95,45233.0,45233221,9,1852855.86,74,0.8840675099433636,14.432239254577317,0,1852855.86,2,1.0,2,3
71,261,227,0.12447926388678915,151,45000.0,45000000,50,76133629.75,140,0.9922222094179323,18.148000653594032,0,76133629.75,1,1.0,2,2
86,128,289,-0.03012030484690836,40,45210.0,45000000,82,3195148.77,188,-0.9995462806873573,14.977144521064437,0,3195148.77,1,1.0,2,3
81,132,38,-0.5772916165517272,222,45000.0,45000000,72,2301467.04,78,0.8165380514459161,14.649057755547314,0,2301467.04,1,1.0,2,2
141,287,135,-0.9996666485105112,242,45000.0,45000000,26,3803073.72,89,-0.02581844022713239,15.15132043436398,0,3803073.72,1,1.0,2,2
45,113,135,-0.9955213724144752,89,45000.0,45000000,11,4075136.42,73,-0.09453674981719933,15.220415026787888,0,4075136.42,1,1.0,2,2
106,192,135,-0.3334687789181868,174,45000.0,45000000,0,35438213.57,27,0.9427611433904207,17.383301303481755,0,35438213.57,1,1.0,2,2
9,256,21,-0.8565509959010037,49,45310.0,45310000,39,164144.11,151,-0.5160623910158526,12.008506132659635,0,164144.11,1,1.0,0,4
60,182,108,-0.6839194216246105,0,45200.0,45200000,72,23291102.0,66,-0.7295575540864876,16.963582000120812,0,23291102.0,1,1.0,2,2
106,19,135,0.9469877530760751,229,45000.0,45000000,53,9643593.1,3,-0.32126966169236515,16.081804429052376,0,9643593.1,1,1.0,2,2
33,130,286,0.29260033563334836,199,45214.0,45214200,72,30501903.91,64,0.9562348265919056,17.233299695692914,0,30501903.91,1,1.0,2,3
125,105,514,0.6776147890466889,289,45233.0,45233141,18,20161050.05,56,0.7354170229639855,16.819263135225103,0,20161050.05,1,1.0,2,3
60,43,471,0.15855938510313475,304,45220.0,45220000,7,4596414.74,65,-0.9873494423939864,15.340787370778862,0,4596414.74,1,1.0,2,3
117,204,314,-0.548842958284719,231,45000.0,45000000,77,11114551.87,121,0.8359254794186372,16.507362727083763,0,11114551.87,4,4.0,2,3
49,178,536,0.998666816288476,18,45000.0,45000000,26,6689780.515000001,71,0.051619667223253764,15.774908221189154,0,6689780.515000001,1,1.0,2,3
81,132,38,-0.5772916165517272,222,45000.0,45000000,69,2835439.47,78,0.8165380514459161,14.857707851682239,0,2835439.47,1,1.0,2,2
134,12,628,0.2428497220959356,197,45210.0,45315100,77,63350.03,116,0.9700639218515071,11.057383480233094,0,63350.03,1,1.0,2,2
106,163,135,-0.865307254363206,170,45000.0,45000000,0,616957.54,14,0.5012418134457758,13.332557104519555,0,616957.54,1,1.0,2,2
6,222,488,0.7935716089521472,92,45210.0,45232153,72,8085737.63,60,-0.6084768701151264,15.90561240489095,0,8085737.63,1,1.0,2,4
81,132,135,-0.8090169943749473,222,45000.0,45000000,0,86770233.19,78,0.5877852522924732,18.27877419674033,0,86770233.19,1,1.0,2,2
49,179,521,-0.9192859697186104,95,45233.0,45233251,9,4049950.7,74,0.39359027665646673,15.214215513085682,0,4049950.7,1,1.0,2,2
49,178,135,0.9821256058680006,18,45234.0,45234100,50,6689780.515000001,71,-0.1882267098432439,15.774908221189154,0,6689780.515000001,1,1.0,2,2
78,153,380,0.7611042586607742,288,45000.0,45000000,58,6096728.47,224,-0.6486295610349818,15.623274107632309,0,6096728.47,1,1.0,2,2
106,192,135,-0.6186714032625031,174,45000.0,45000000,0,30770862.93,27,0.7856498550787147,17.242078823927148,0,30770862.93,1,1.0,2,3
9,203,11,-0.2843591872810034,286,45210.0,45310000,78,8369526.76,154,0.9587178169872964,15.940108020324377,0,8369526.76,1,1.0,2,2
106,206,135,-0.865307254363206,222,45000.0,45000000,0,10420291.12,1,0.5012418134457758,16.15926562844548,0,10420291.12,3,3.0,2,2
9,203,532,-0.7987793728863649,286,45000.0,45000000,2,3077462.93,154,0.6016240632249226,14.939616416419662,0,3077462.93,1,1.0,2,2
146,227,216,0.5702422926917871,264,45212.0,45212225,62,7310340.69,241,0.8214765533024142,15.973089401260852,0,7310340.69,7,7.0,2,1
133,209,91,-0.7987793728863648,218,45210.0,45212200,77,26478332.31,123,-0.6016240632249227,17.091837345586928,0,26478332.31,1,1.0,2,1
106,206,135,0.7829801036770629,222,45000.0,45000000,44,8826259.15,1,0.6220467484408675,15.993241943790789,0,8826259.15,1,1.0,2,3
49,178,537,0.9994074007397048,18,45210.0,45234100,69,9656640.26,71,-0.034421611622745804,16.08315645007638,0,9656640.26,1,1.0,2,1
106,194,135,-0.70862667826446,222,45000.0,45000000,13,8384660.39,30,-0.7055836101071774,15.941914569597563,0,8384660.39,1,1.0,2,4
3,198,519,-0.9192859697186105,225,45233.0,45233141,0,505048.19,147,-0.39359027665646645,13.13241110945444,0,505048.19,1,1.0,0,1
90,117,328,0.7935716089521474,187,45000.0,45000000,0,160434214.94,227,0.6084768701151261,18.893394546982158,0,160434214.94,1,1.0,2,2
106,192,135,-0.4132786077829042,174,45000.0,45000000,5,609069.04,27,0.9106046300942162,13.319688548289278,0,609069.04,1,1.0,2,2
104,8,479,-0.6186714032625032,160,45000.0,45000000,53,10563139.15,209,-0.7856498550787144,16.172881154728262,0,10563139.15,5,5.0,2,3
9,237,147,-0.828770087174504,21,45231.0,45231300,39,1599481.48,154,-0.5595892624101763,14.285190684888775,0,1599481.48,1,1.0,2,3
147,68,135,0.27609697309746883,131,45000.0,45000000,52,245491.13,205,-0.9611297838723007,12.411020168676398,0,245491.13,1,1.0,2,2
85,56,191,0.021516097436222233,119,45214.0,45214100,7,9207279.59,45,-0.9997685019798909,16.0355050975306,0,9207279.59,1,1.0,2,3
147,236,135,-0.99907411510223,145,45214.0,45214000,53,8335504.04,212,0.04302223300453059,15.936034665012833,0,8335504.04,1,1.0,2,3
34,79,135,-0.09882013873287211,51,45000.0,45000000,32,2309606.67,137,-0.9951053111006974,14.721590844198342,0,2309606.67,1,1.0,2,2
117,204,359,-0.548842958284719,231,45000.0,45000000,77,11114551.87,121,0.8359254794186372,16.507362727083763,0,11114551.87,4,4.0,2,2
49,178,135,-0.9192859697186104,18,45210.0,45234100,69,4947107.68,71,0.39359027665646673,15.414313858838556,0,4947107.68,1,1.0,2,1
101,19,135,0.2926003356333479,201,45000.0,45000000,77,14857379.0,3,-0.9562348265919058,16.514007269461413,0,14857379.0,1,1.0,2,2
89,282,299,-0.8287700871745038,64,45244.0,45244000,64,0.09,250,0.5595892624101765,0.08617769624105233,0,0.09,1,1.0,2,3
106,63,135,-0.9955213724144752,182,45000.0,45000000,0,6689780.515000001,25,0.09453674981719912,15.774908221189154,0,6689780.515000001,1,1.0,2,3
106,194,529,0.893918596519257,221,45233.0,45233222,34,11564541.22,30,-0.4482293417404106,16.26345426963899,0,11564541.22,5,4.0,2,3
134,12,591,-0.99907411510223,197,45310.0,45310000,77,1358625.35,116,0.04302223300453059,14.121984710516664,0,1358625.35,1,1.0,2,3
43,135,348,-0.99167731989929,52,45213.0,45213150,31,0.1,150,-0.12874817745258066,0.09531017980432487,0,0.1,1,1.0,0,3
134,38,648,0.5702422926917867,197,45233.0,45233300,34,15553160.65,114,-0.8214765533024145,16.559774497465902,0,15553160.65,1,1.0,2,3
3,198,519,-0.9497178427914317,225,45233.0,45233141,0,358426.67,147,-0.3131070409358267,12.789482161343889,0,358426.67,1,1.0,0,2
94,241,633,0.2428497220959356,222,45000.0,45000000,76,4140455.46,49,0.9700639218515071,15.236316595762394,0,4140455.46,1,1.0,2,4
106,215,135,-0.7554933140726803,177,45000.0,45000000,70,14365412.81,2,0.6551563572090853,16.480334056802757,0,14365412.81,1,1.0,2,2
94,241,613,-0.99907411510223,222,45210.0,45341000,51,3620496.11,49,0.04302223300453059,15.102121897578405,0,3620496.11,1,1.0,2,3
3,198,519,-0.9192859697186105,225,45233.0,45233141,0,1392789.79,147,-0.39359027665646645,14.146820054835276,0,1392789.79,1,1.0,0,1
98,89,135,-0.5772916165517278,135,45232.0,45232420,0,2611258.25,44,-0.8165380514459157,14.775343134211406,0,2611258.25,4,4.0,2,2
140,292,135,-0.6584015846980488,236,45000.0,45000000,48,3963516.99,181,0.7526668275320085,15.19264257016667,0,3963516.99,1,1.0,2,1
94,241,650,-0.4749510720670502,222,45000.0,45000000,11,16941387.15,49,-0.8800122039735356,16.64527018893122,0,16941387.15,1,1.0,2,2
106,127,214,-0.47495107206704995,169,45000.0,45000000,6,8258313.18,6,0.8800122039735357,15.926731030236065,0,8258313.18,1,1.0,2,2
3,198,519,-0.9769384927771817,225,45233.0,45233141,0,184423.03,147,0.21352091543979612,12.124992896148052,0,184423.03,1,1.0,0,1
144,278,195,0.8429415373547828,190,45000.0,45000000,53,7298677.31,206,0.5380051715382996,15.803203836301812,0,7298677.31,1,1.0,2,3
34,80,156,-0.09882013873287211,51,45240.0,45240000,32,3780436.36,137,-0.9951053111006974,15.551290936500918,0,3780436.36,1,1.0,2,2
9,285,42,0.9574851883550393,33,45422.0,45422000,78,6689780.515000001,154,0.288482432880609,15.774908221189154,0,6689780.515000001,1,1.0,2,3
7,200,363,0.9574851883550389,24,45210.0,45000000,78,4484245.34,154,-0.2884824328806098,15.31608099922093,0,4484245.34,1,1.0,2,4
94,241,443,-0.980469160361632,222,45210.0,45000000,72,473641828.44,49,0.19667288979357647,19.975961959931183,0,473641828.44,1,1.0,2,2
40,75,354,0.15855938510313475,66,45000.0,45000000,11,23702931.13,84,0.9873494423939864,16.981109317018248,0,23702931.13,1,1.0,2,3
49,178,135,0.2428497220959356,18,45213.0,45213321,9,6689780.515000001,71,0.9700639218515071,15.774908221189154,0,6689780.515000001,1,1.0,2,3
115,195,134,0.9821256058680006,34,45310.0,45310000,72,332027.98,33,0.1882267098432442,12.712977533245775,0,332027.98,1,1.0,2,2
45,132,6,0.7266075247685652,81,45333.0,45333100,70,4900375.67,154,-0.6870527672236675,15.40482263155497,0,4900375.67,1,1.0,2,3
134,12,116,-0.5631507242749186,197,45233.0,45233228,77,7768621.51,116,0.8263541987239096,15.865603423487034,0,7768621.51,3,2.0,2,2
106,194,23,-0.9731183372332619,222,45000.0,45000000,58,3452423.38,30,0.23030567023061221,15.054587261056847,0,3452423.38,1,1.0,2,3
106,192,81,-0.9981855344718586,174,45000.0,45000000,5,3230007.81,27,-0.060213277365792774,14.987995422749298,0,3230007.81,1,1.0,2,2
106,146,294,0.7383263540031063,169,45000.0,45000000,5,9373295.31,6,-0.6744436188329457,16.053375386373077,0,9373295.31,1,1.0,2,3
101,19,103,0.45207220393230374,201,45210.0,45000000,0,6689780.515000001,3,-0.8919813464595487,15.774908221189154,0,6689780.515000001,1,1.0,2,3
125,159,475,0.4054257283599973,208,45231.0,45231100,72,9336326.69,56,-0.9141279881853337,16.049423551946948,0,9336326.69,1,1.0,2,3
3,198,519,-0.9441875088341994,225,45233.0,45233141,0,246418.34,147,-0.3294084822245302,12.414789997821043,0,246418.34,1,1.0,0,1
94,241,135,0.42110087079608916,222,45000.0,45000000,74,13207643.77,49,-0.9070138128026362,16.396306369156825,0,13207643.77,1,1.0,2,4
106,206,301,-0.980469160361632,222,45000.0,45000000,58,39549233.55,1,0.19667288979357647,17.493056898008344,0,39549233.55,1,1.0,2,3
101,19,135,-0.9837092937736097,201,45210.0,45000000,52,37885366.64,3,0.1797665857255624,17.450075517405054,0,37885366.64,1,1.0,2,2
39,246,571,-0.9769384927771817,97,45315.0,45315100,42,656420.94,156,0.21352091543979612,13.39455906238049,0,656420.94,1,1.0,2,2
22,35,523,-0.5343725582809785,132,45233.0,45233139,24,19218008.14,87,-0.8452490573530634,16.771358373415033,0,19218008.14,1,1.0,2,1
9,203,445,-0.9981855344718586,286,45210.0,45000000,78,79187535.88,154,-0.060213277365792774,18.187329481775595,0,79187535.88,1,1.0,2,2
117,204,607,-0.8190148866680802,231,45215.0,45215210,77,13204731.93,121,-0.5737722679043243,16.39608587859404,0,13204731.93,15,15.0,2,2
81,132,531,-0.7324940716135789,222,45233.0,45233223,82,9552602.8,78,0.6807734094770161,16.07232432450953,0,9552602.8,3,3.0,2,2
101,94,653,-0.6050560696488488,149,45210.0,45111250,72,593906.52,19,0.7961828637826158,13.294478895988108,0,593906.52,1,1.0,2,3
169,84,402,-0.5631507242749186,71,45213.0,45213270,73,8354465.09,98,0.8263541987239096,15.938306814917679,0,8354465.09,1,1.0,2,2
9,237,244,0.38963044953078774,21,45111.0,45111100,39,1663773.59,154,-0.9209712877166347,14.324599428447002,0,1663773.59,1,1.0,2,4
106,244,582,0.9623090774541487,253,45342.0,45342000,0,806573.73,259,-0.27195815753410524,13.934722776296834,0,806573.73,1,1.0,2,3
134,12,455,0.7383263540031063,197,45000.0,45000000,77,25829253.0,116,-0.6744436188329457,17.067018283509,0,25829253.0,1,1.0,2,2
3,198,519,-0.9441875088341994,225,45233.0,45233141,0,283407.14,147,-0.3294084822245302,12.57285870442532,0,283407.14,1,1.0,0,1
125,105,135,-0.25119006388481935,289,45000.0,45000000,72,5563228.77,56,0.9679377830240642,15.531689391458114,0,5563228.77,1,1.0,2,4
167,145,256,0.893918596519257,98,45241.0,45241100,66,34298085.98,175,-0.4482293417404106,17.350600137402946,0,34298085.98,1,1.0,2,2
45,132,623,-0.300819807635668,81,45432.0,45432100,70,442769.57,203,-0.9536809966304455,13.000807014193194,0,442769.57,1,1.0,2,2
3,198,519,-0.9192859697186105,225,45233.0,45233141,0,975670.75,147,-0.39359027665646645,13.790881487105084,0,975670.75,1,1.0,0,2
81,132,224,0.9523775757303974,222,45000.0,45000000,66,33345690.78,78,0.30492122465628907,17.322439139972197,0,33345690.78,1,1.0,2,2
106,29,135,-0.9599326896597447,237,45000.0,45000000,5,4590738.21,20,0.28023067519921585,15.339551617000186,0,4590738.21,1,1.0,2,3
106,215,135,-0.8900275764346767,180,45000.0,45000000,5,5209690.02,2,0.4559066935084588,15.466031106788586,0,5209690.02,1,1.0,2,2
49,178,237,0.30901699437494723,18,45111.0,45111000,58,5216138.07,71,-0.9510565162951536,15.467268044426447,0,5216138.07,1,1.0,2,3
9,237,341,0.9787400799669153,21,45233.0,45233100,39,3681529.16,154,-0.20510449986861926,15.118839028070267,0,3681529.16,1,1.0,2,4
71,265,135,-0.7086266782644596,3,45000.0,45000000,0,5168066.83,139,0.705583610107178,15.458009449358443,0,5168066.83,2,2.0,2,2
45,178,472,0.9821256058680006,18,45231.0,45231000,72,6689780.515000001,71,0.1882267098432442,15.774908221189154,0,6689780.515000001,1,1.0,2,3
14,88,640,-0.9937465804361781,28,45000.0,45000000,60,334217.74,220,-0.11165900712169444,12.719550967778392,0,334217.74,1,1.0,2,2
49,178,468,-0.1330147065341959,18,45234.0,45234100,9,19774977.32,71,0.9911140639934547,16.799927975283637,0,19774977.32,1,1.0,2,3
118,235,527,-0.980469160361632,268,45210.0,45233200,52,6810772.08,216,0.19667288979357647,15.734016192974858,0,6810772.08,1,1.0,2,1
106,206,135,-0.18399835165768005,222,45000.0,45000000,0,19075837.04,1,0.9829265519799822,16.76393306811468,0,19075837.04,4,4.0,2,3
108,234,121,0.8039279618328213,84,45000.0,45000000,13,3442535.76,72,0.5947266869607634,15.051719187814063,0,3442535.76,1,1.0,2,2
45,132,658,-0.300819807635668,81,45421.0,45421160,70,3714344.75,203,-0.9536809966304455,15.127713110261354,0,3714344.75,1,1.0,2,1
101,19,135,0.25951179706979943,201,45000.0,45000000,66,13400286.13,3,-0.965739937654855,16.41078669230351,0,13400286.13,1,1.0,2,3
106,52,135,0.7025274741691571,171,45210.0,45000000,0,938769.89,31,0.7116566222817746,13.752326734808893,0,938769.89,1,1.0,2,3
3,198,135,0.8039279618328213,225,45233.0,45233223,0,13517152.3,147,0.5947266869607634,16.419470051675603,0,13517152.3,6,6.0,2,2
147,102,394,-0.8565509959010037,251,45212.0,45212322,0,220482.99,201,-0.5160623910158526,12.30358036352322,0,220482.99,1,1.0,2,3
106,194,634,-0.8287700871745038,222,45233.0,45233139,39,30282971.04,30,0.5595892624101765,17.226096133632392,0,30282971.04,1,1.0,0,3
3,198,519,0.6254105729852457,225,45233.0,45233141,0,969808.28,147,-0.780295851070776,13.784854712590903,0,969808.28,1,1.0,0,2
9,124,349,0.9852201067560606,274,45214.0,45214600,39,8209399.76,154,-0.1712931441814778,15.920790489727022,0,8209399.76,1,1.0,2,2
146,188,556,-0.9866579328916572,270,45262.0,45262210,62,4513746.41,235,-0.16280701293851646,15.32263827777137,0,4513746.41,1,1.0,2,3
117,204,92,-0.8190148866680802,231,45215.0,45215210,77,13204731.93,121,-0.5737722679043243,16.39608587859404,0,13204731.93,15,15.0,2,3
102,104,431,0.5702422926917867,155,45000.0,45000000,39,8551110.03,168,-0.8214765533024145,15.970578806507639,0,8551110.03,1,1.0,2,2
14,212,4,-0.9259247771938499,142,45233.0,45233251,58,6089866.08,221,-0.37770796520396466,18.360843862842984,0,6089866.08,3,3.0,2,1
63,83,135,-0.15005539834465262,10,45100.0,45100000,78,1672685.05,158,-0.9886775902323404,14.329941305455435,0,1672685.05,1,1.0,2,2
60,43,338,0.8695893893466109,304,45236.0,45236000,72,6164589.06,65,-0.49377555015997737,15.634332197641404,0,6164589.06,1,1.0,2,2
124,195,317,-0.11593459959550041,34,45212.0,45212200,7,226713.17,33,0.9932568492674143,12.331445340056128,0,226713.17,1,1.0,2,2
9,203,512,0.2428497220959356,286,45210.0,45233141,78,625828.99,154,0.9700639218515071,13.346834031727662,0,625828.99,1,1.0,2,2
106,190,43,0.9088176373395029,168,45000.0,45000000,5,8133472.3,23,0.4171936026123168,15.91149861046364,0,8133472.3,1,1.0,2,3
49,178,351,-0.9999629591162655,18,45000.0,45000000,19,643629325.86,71,-0.008606996888688009,20.282633538949273,0,643629325.86,1,1.0,2,2
106,206,136,-0.33346877891818705,222,45000.0,45000000,22,5685352.64,1,-0.9427611433904206,15.553403889036822,0,5685352.64,1,1.0,2,2
81,132,135,-0.7554933140726803,222,45000.0,45000000,0,6043445.53,78,0.6551563572090853,15.614485024720379,0,6043445.53,1,1.0,2,3
9,203,512,0.2428497220959356,286,45210.0,45233141,78,467404.43,154,0.9700639218515071,13.054952318477692,0,467404.43,1,1.0,2,1
9,237,526,0.35769823883312546,21,45233.0,45233139,39,7613362.97,154,0.9338372288229252,15.845415678156437,0,7613362.97,1,1.0,2,2
146,227,216,0.5702422926917871,264,45212.0,45212225,62,7310340.69,241,0.8214765533024142,15.973089401260852,0,7310340.69,7,7.0,2,2
147,107,135,-0.9731183372332619,265,45000.0,45000000,54,10396561.6,211,0.23030567023061221,16.15698579024731,0,10396561.6,1,1.0,2,3
9,1,73,0.9015016841318838,273,45231.0,45231500,39,0.1,154,-0.4327755925504317,0.09531017980432487,0,0.1,1,1.0,1,3
170,76,135,-0.5772916165517278,299,45422.0,45422000,0,9996753.02,174,-0.8165380514459157,16.43836986072686,0,9996753.02,7,3.0,2,4
7,237,270,0.004303538296244289,23,45233.0,45233141,78,20065164.95,154,0.9999907397361901,16.97736633109064,0,20065164.95,3,3.0,2,3
106,129,135,0.8335557718385699,230,45000.0,45000000,0,4905494.97,0,0.5524353131676196,15.405866761058387,0,4905494.97,1,1.0,2,1
8,212,194,-0.9999629591162655,143,45233.0,45233141,58,26395757.28,221,0.008606996888688698,17.08871388399542,0,26395757.28,1,1.0,2,3
106,194,135,-0.8475409228928311,222,45000.0,45000000,0,18966737.83,30,0.5307300481619334,16.75819741516638,0,18966737.83,5,5.0,2,2
5,170,135,-0.08167639533042288,8,45000.0,45000000,7,4792914.82,36,-0.99665890175417,15.382649514874663,0,4792914.82,1,1.0,2,2
146,239,280,0.29260033563334836,263,45231.0,45231300,66,5450953.92,239,0.9562348265919056,15.511301365970027,0,5450953.92,1,1.0,2,3
45,132,464,0.9158642882672872,81,45210.0,45223100,70,1819649.13,154,0.401487989205973,14.414154804309483,0,1819649.13,1,1.0,2,3
82,119,313,0.004303538296243821,213,45214.0,45214220,7,41657077.18,63,-0.9999907397361901,17.54498185643595,0,41657077.18,1,1.0,2,2
15,137,126,-0.8475409228928312,196,45000.0,45000000,14,4369964.68,75,-0.5307300481619331,16.421542434283577,0,4369964.68,1,1.0,2,2
94,241,135,-0.9981855344718586,222,45210.0,45000000,78,22005331.38,49,-0.060213277365792774,16.906795362862173,0,22005331.38,1,1.0,2,2
42,108,638,0.45207220393230435,13,45343.0,45343100,7,6689780.515000001,68,0.8919813464595485,15.774908221189154,0,6689780.515000001,1,1.0,2,1
9,237,37,-0.9731183372332619,21,45233.0,45233000,37,382769.43,154,0.23030567023061221,12.855190688973293,0,382769.43,1,1.0,2,3
50,55,176,0.10738134666416306,219,45210.0,45214200,78,7265456.42,197,-0.994217906893952,15.798641815151768,0,7265456.42,1,1.0,2,2
142,229,334,0.869589389346611,246,45215.0,45215210,32,19211400.01,143,0.49377555015997715,16.77101446337117,0,19211400.01,1,1.0,2,4
125,105,157,-0.45973273945210397,289,45214.0,45214500,72,5706807.83,56,0.8880573226294932,15.557170551498531,0,5706807.83,1,1.0,2,4
71,261,225,0.03872228089217446,152,45000.0,45000000,56,116104021.33,140,0.9992500112396835,18.569997091459886,0,116104021.33,1,1.0,2,2
49,178,459,0.8520775211013093,18,45210.0,45221240,74,10552907.42,71,0.5234156073655503,16.171912059514558,0,10552907.42,2,1.0,2,1
71,185,135,-0.5912614448635781,154,45210.0,45000000,75,1551027.46,139,0.8064799463209448,18.401081877551526,0,1551027.46,1,1.0,2,3
19,35,306,-0.9893142039703664,35,45210.0,45233300,72,5939.07,87,-0.14579919691987442,8.689476196799038,0,5939.07,1,1.0,2,3
74,132,518,-0.9322892131745133,222,45000.0,45000000,77,38142683.09,78,0.36171373072976765,17.456844530332628,0,38142683.09,1,1.0,2,2
116,69,311,0.9158642882672868,128,45210.0,45233300,72,19914410.75,37,-0.4014879892059737,16.80695423612497,0,19914410.75,1,1.0,2,3
106,206,135,-0.34964745525122826,222,45000.0,45000000,5,5566448.76,1,-0.9368813462954315,15.533087094536832,0,5566448.76,1,1.0,2,3
29,74,568,0.8335557718385695,44,45214.0,45214200,31,6050085.78,145,-0.5524353131676203,15.762034081723998,0,6050085.78,1,1.0,2,3
98,89,135,-0.5772916165517278,135,45232.0,45232420,0,2611258.25,44,-0.8165380514459157,14.775343134211406,0,2611258.25,4,4.0,2,2
106,146,148,0.8335557718385695,169,45110.0,45110000,5,803912.96,6,-0.5524353131676203,13.597247527509225,0,803912.96,1,1.0,2,3
9,6,370,-0.8190148866680802,286,45212.0,45212000,2,19029252.31,152,-0.5737722679043243,16.761488000982816,0,19029252.31,1,1.0,2,1
147,36,135,0.9962981749346078,266,45000.0,45000000,53,621756.71,199,0.08596479873744647,13.340305762071274,0,621756.71,1,1.0,2,2
49,132,60,0.998666816288476,81,45343.0,45343200,70,4282200.27,154,0.051619667223253764,15.269977750763696,0,4282200.27,1,1.0,2,2
106,194,529,0.893918596519257,221,45233.0,45233222,45,11564541.22,30,-0.4482293417404106,16.26345426963899,0,11564541.22,5,4.0,2,2
81,132,135,-0.5772916165517278,222,45000.0,45000000,0,13593969.77,78,-0.8165380514459157,16.495294296960246,0,13593969.77,5,5.0,2,2
134,101,558,0.10738134666416309,231,45000.0,45000000,34,4439786.4,115,0.994217906893952,15.871496152193094,0,4439786.4,13,13.0,2,1
106,194,135,-0.8382797052177744,222,45000.0,45000000,0,21318330.44,30,0.545240438540651,16.87507789153507,0,21318330.44,5,5.0,2,3
9,203,530,-0.7883050558305255,286,45210.0,45000000,78,7345776.04,154,0.6152845999633276,15.809636153689599,0,7345776.04,1,1.0,2,3
94,241,135,-0.39754281428255595,222,45000.0,45000000,0,10221323.29,49,0.9175836260593937,16.13998671262318,0,10221323.29,4,4.0,2,3
104,9,484,0.004303538296243821,161,45232.0,45232000,53,1057577.6,210,-0.9999907397361901,13.871492513381646,0,1057577.6,1,1.0,2,3
106,206,519,0.8039279618328213,222,45233.0,45233141,0,81379642.88,1,0.5947266869607634,18.21463572451448,0,81379642.88,1,1.0,0,3
